,Unnamed: 0,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
347,347,335,South Carolina St.,MEAC,10,4–6,99.6253,120.6351,.0988335,52.892,57.5342,22.1335,22.218,30.686,31.1278,43.912,35.6251,49.9169,58.4346,39.632,37.4269,68.4137,-5.6301
262,262,253,South Dakota,Sum,10,4–6,102.8194,111.1293,.2891253,52.1116,54.1289,13.316,13.9335,19.3345,22.631,35.782,39.1301,49.4192,51.8253,3793,38.8310,68.7122,-4.7258
159,159,154,South Dakota St.,Sum,10,7–3,111.162,109.4268,.5436154,57.113,54.5299,1540,15311,23.3292,21.816,29243,22.714,5623,51.5242,3943,38.7306,72.322,-1.3102
190,190,184,South Florida,Amer,10,3–7,102.7196,104.2173,.4584184,45.6317,53.7275,21.2322,18151,36.713,25.489,52.61,49.9352,46296,52.4267,30322,37.6275,66.4233,-3.6214
339,339,327,Southeast Missouri St.,OVC,10,3–7,97.3282,115.6333,.1208327,51.9125,57.3340,20.3295,17.2190,23.4288,28.2187,29.3230,31.7173,46.6280,58.4346,4113,37.1255,68.9112,-4.7258
199,199,193,Southeastern Louisiana,Slnd,10,7–3,107.0128,109.6270,.4311193,5536,50143,22.7343,21.133,41.11,28.9206,40.236,39.9308,54.933,48.5130,36.999,34.8175,64.8305,-2.1138
338,338,326,Southern,SWAC,10,4–6,89.1344,105.9209,.1212326,48.7245,48.9105,21.2322,23.85,25.7236,33314,32.8150,46.9347,50.4153,50.2192,30.2318,3152,64327,-5.4289
144,144,140,Southern Illinois,MVC,10,6–4,104.5156,102.1132,.5666140,51.8130,48.798,16.496,16.5233,26.7203,24.156,32.3163,2881,51.5101,47.595,35152,34146,67.5178,-2.4158
96,96,94,Southern Miss,CUSA,10,6–4,109.292,102.3134,.677994,55.232,49.8138,17.5154,19.292,24.9260,27.2153,28.1265,33.9217,49.7176,44.635,42.57,37.2261,64.6310,-2.2146
281,281,272,Southern Utah,BSky,10,4–6,97.0287,106.4216,.2555272,52.2113,53.4265,18.9237,16.4243,22.2314,18.73,32.9143,40.4315,49.4192,51.4238,37.770,37.4269,71.830,-4.9264
63,63,62,St. Bonaventure,A10,10,8–2,104.6153,93.335,.789362,50.8164,42.32,17.9180,18.6115,29.2137,30.9272,27.2284,25.345,48.3241,39.53,37.287,30.950,62.5340,-0.158
288,288,278,St. Francis NY,NEC,10,4–6,94.4318,103.9168,.2495278,49.9205,49.9141,17.2136,21.526,23.8282,27.5164,26.2302,34219,49.7176,46.160,33.5212,38.7306,7073,-5.3285
208,208,201,St. Francis PA,NEC,10,6–4,107.6115,110.8286,.4168201,50.3185,53.3262,1540,17.1198,32.752,27.2153,42.516,32.4191,47.4265,53.7300,37.287,35.1187,68.3143,-2.7171
135,135,131,"St. John's 11 seed, ❌",BE,10,4–6,104.0168,100.8121,.5899131,47.1303,52.5243,13.214,22.415,21.7323,33.8326,30.2213,49.1351,45.9299,52.9283,32.8245,34.5164,71.344,-2.2146
98,98,96,Stanford,P12,10,4–6,100.5239,94.345,.674296,48.2267,46.546,19.1248,16.6224,32.161,24.875,33.3134,36.3264,50.5144,43.416,29.3336,35.8218,70.855,-2.8178
336,336,325,Stephen F. Austin,Slnd,10,3–7,95.3309,112.9313,.1248325,48.5250,51.7213,17.3141,2135,25.3249,35.3339,45.58,38.1292,48.5231,46.769,32.3256,38.8310,68.1152,-6314
324,324,313,Stetson,ASun,10,3–7,96.8290,110.0278,.1865313,46.8305,51.2199,14.729,16.3247,26.2217,26.1121,22.5339,27.875,44.5325,50.4196,34.1187,34.7172,69.3102,-5.5293
203,203,197,Stony Brook,AE,10,6–4,97.7277,100.3112,.4251197,49.5220,47.157,19.9278,20.742,32.556,23.745,34.4111,33.5212,49.4192,49.2156,33233,29.314,71.344,-2.7171
22,22,23,"Syracuse 8 seed, ✅",ACC,10,4–6,112.937,91.924,.914623,48.5250,47.670,18.8231,22.912,29.5128,37.7350,33.4131,39.4304,46.6280,44.534,34191,34.3160,66.3239,0.154
68,68,67,TCU,B12,10,4–6,107.0127,96.468,.768867,51.5140,50.6177,22333,18151,31.467,29.6229,26.5298,21.810,51121,52.9283,34.9155,30.950,68.9112,-1.196
80,80,78,"Temple 11 seed, ❌",Amer,10,6–4,108.2109,100.1108,.711778,48.5250,50.8185,15.971,2060,30.686,32.5308,31.2190,31.8178,48.9213,50.8212,31.9274,33.8138,69.1106,-0.676
14,14,15,"Tennessee 2 seed, ✅",SEC,10,6–4,118.613,93.536,.939115,51.4145,48.9105,1676,16263,30.1106,30.1251,26.7292,38.5298,51121,46.566,34.8160,34.9182,66.8214,2.610
235,235,227,Tennessee Martin,OVC,10,6–4,108.6101,114.3325,.3566227,55.232,54.2291,19.4259,18.4132,28.9143,35.4340,31.8174,30.2133,55.232,52258,36.7103,38.2296,68.8119,-2.2146
278,278,269,Tennessee St.,OVC,10,4–6,98.8259,108.2249,.2592269,52.3109,50.1149,21.6328,19.578,29.6125,29.7234,35.981,48.3349,52.963,46.872,34.3177,37.5274,68.3143,-4.8262
335,335,324,Tennessee Tech,OVC,10,1–9,86.3349,101.8127,.1299324,43.7345,48.798,23.1345,19.292,30.497,31.4287,32.9143,36256,38.6350,49.1152,35.1146,3283,68.3143,-7.7347
45,45,45,Texas,B12,10,4–6,117.019,100.1109,.858345,51.3150,51.6211,15.453,16.5233,28167,32.5308,28.4256,29.3104,47.9253,47.595,3793,39.9327,62.2343,-0.987
83,83,81,Texas A&M,SEC,10,5–5,105.7141,97.882,.708081,48.7245,49.5128,19.2253,18.1144,31.467,32299,34.9100,28.584,49.7176,51.2233,31.3301,31.564,66.1253,-0.676
303,303,293,Texas A&M Corpus Chris,Slnd,10,5–5,94.9312,105.9210,.2215293,52.5102,47.157,23.1345,18.4132,30.1106,29.7234,30217,43.2332,51.2109,43.113,36.6106,35.2193,63.2334,-4.4245
257,257,249,Texas Southern,SWAC,10,8–2,103.1189,111.2294,.2961249,55.924,49.4122,21.8331,20.547,35.225,31.1278,522,32.8198,58.28,49.5162,34.2184,32.9101,76.13,-1.6115
175,175,170,Texas St.,SB,10,6–4,98.6264,98.687,.5019170,44.7333,49.5128,19.9278,20.547,36.713,24.771,36.960,36.9275,48.1248,48.7138,26.3351,33.8138,64.8305,-2.3152
0,0,1,"Texas Tech 3 seed, ✅",B12,10,9–1,123.32,86.73,.98291,56.717,44.213,16.182,2219,29.9117,30.1251,30.8196,36.8273,52.673,38.21,428,35.9220,66.8214,3.66
291,291,281,The Citadel,SC,10,2–8,105.6145,116.4339,.2462281,52121,59.7352,18.6223,15.9267,27192,28.3191,24.7323,34.7237,50.9127,55.9332,35.3140,42.1347,70.464,-5.9312
73,73,72,Toledo,MAC,10,6–4,108.5105,99.598,.730372,54.253,48.798,19.6267,16.9209,25.6242,28.4194,28.6250,34.8241,50.5144,48.6135,39.140,32.797,68.4137,-1.196
244,244,236,Towson,CAA,10,3–7,101.5225,108.2250,.3228236,50.4181,52.6247,16.7112,14.9315,30.882,26.8139,28.1265,33.2207,50.5144,48.8139,33.5212,37.8280,64.2320,-5.3285
323,323,312,Troy,SB,10,2–8,94.8315,107.6238,.1884312,48.5250,52.9258,20.6305,18.4132,23297,30.9272,26.8289,39.9308,45.3311,51.2233,35.1146,37.4269,67.4185,-6314
283,283,274,Tulane,Amer,10,0–10,98.0272,107.8243,.2524274,45.6317,52.6247,19.7271,14.8317,24.2275,30.5261,29.5227,31.7173,42.8332,52.5270,33.3222,35.1187,71.830,-6.1317
134,134,130,Tulsa,Amer,10,5–5,103.8172,100.6118,.5901130,50.3185,48.693,17.7167,16.8212,26.8200,26.3128,36.175,28.282,52.186,47.8108,31.7288,33.1109,69110,-2.2146
104,104,101,UAB,CUSA,10,6–4,109.580,103.2149,.6641101,51.5140,49.2114,15.867,17.1198,28.1165,25.489,36.861,27.875,49.6184,48.3123,36.7103,33.6130,65301,-1.4109
242,242,234,UC Davis,BW,10,4–6,95.9300,102.2133,.3248234,49.9205,51.7213,16.393,21.329,19.5342,26115,29.7223,37.4283,48.8220,51.5242,34.7163,34.8175,65.8265,-4.8262
31,31,31,"UC Irvine 13 seed, ✅",BW,10,10–0,114.727,95.154,.897131,55.629,41.71,14.223,16263,37.88,25.489,24.8322,31.6171,57.116,404,34.9155,30.337,65.7272,0.741
333,333,322,UC Riverside,BW,10,2–8,95.6306,112.3310,.1350322,51.2152,54285,22.1335,15.1306,26.9195,25.489,19350,28.994,47.8255,52.4267,37.968,38288,64.1324,-6.5330
228,228,221,UC Santa Barbara,BW,10,5–5,101.9212,107.0226,.3632221,49.2232,52.6247,17.4150,18151,31.467,23.440,38.346,29.4105,49.2204,50.3193,32.8245,38.4301,66.9212,-3.8225
19,19,20,"UCF 9 seed, ✅",Amer,10,7–3,113.436,91.218,.924620,52.3109,45.630,19242,16.3247,30.686,28.7201,41.823,31.2159,50163,46.363,37.770,29.621,65.8265,1.625
138,138,134,UCLA,P12,10,5–5,110.767,107.6237,.5804134,51.4145,52.6247,16.182,13347,28.2162,29.8237,47.75,25.951,46.4285,51.5242,40.220,36224,72.322,-1.9130
267,267,258,UMBC,AE,10,7–3,96.5295,104.7187,.2814258,50.1197,52.1231,18.3207,21.822,24.8265,23.951,28.9244,33.5212,53.848,52.3263,29.7328,34.5164,65.6278,-1.7120
213,213,206,UMKC,WAC,10,3–7,103.2188,106.7222,.4036206,49.8210,51.1195,16.9120,18.6115,23.4288,33.2318,30.5205,32.5194,48.3241,50181,34.6166,35.5207,65.5282,-5.1271
286,286,276,UMass Lowell,AE,10,3–7,100.5237,110.6283,.2502276,51.8130,50.3161,17.4150,16.8212,24.5271,27.7174,30.6204,34.1223,54.238,52.5270,31.9274,31.358,68.8119,-5.4289
348,348,336,UNC Asheville,BSth,10,2–8,97.2283,118.3347,.0950336,49.7215,56.5334,20.4301,15.9267,29.1140,32.4305,28.8246,30.7147,47.9253,57.9345,34.9155,36.6240,61.8348,-6.7333
107,107,104,UNC Greensboro,SC,10,7–3,102.2206,96.772,.6536104,49.1233,51189,19.1248,19.388,32.655,25.9111,32.4160,2996,47.6262,50.8212,34.6166,34.2154,68157,0.154
290,290,280,UNC Wilmington,CAA,10,2–8,100.9231,111.1292,.2484280,48.3259,55.5324,17.3141,14.6320,31.467,25.385,31.2190,34.4233,48251,52.4267,32.6250,40.1328,70.952,-6.3323
178,178,173,UNLV,MWC,10,6–4,104.4157,104.9189,.4865173,50.2190,51.8220,16.9120,15.4292,28.6149,23.541,30.8196,28.584,51.5101,51.8253,32.3256,34.6171,66.6221,-1.7120
70,70,69,USC,P12,10,3–7,112.740,102.0131,.757869,54.446,51189,15.971,16.2254,26.5208,29.6229,22.6338,29.1102,50.1160,52.8279,40.220,3283,67.9162,-3.5211
351,351,339,USC Upstate,BSth,10,1–9,95.9302,117.9344,.0845339,48.3259,57336,17.9180,17.2190,23.3292,30.7269,29.4229,36256,48.4235,60352,32.1264,35.2193,67.5178,-7.8348
127,127,124,UT Arlington,SB,10,6–4,103.6175,100.1110,.5983124,51160,47.468,18.3207,17.4181,30.590,27.7174,27.3283,34.4233,48.3241,47.494,36.7103,31.666,66.1253,-2.4158
194,194,188,UT Rio Grande Valley,WAC,10,6–4,103.2185,105.4196,.4414188,51.1155,52.6247,16.5102,22.912,24.9260,33.1316,49.73,41.3320,51.895,50181,32.9241,37.8280,69.591,-2.2146
341,341,329,UTEP,CUSA,10,1–9,85.9350,102.7142,.1133329,43.1347,50.2152,21.7329,17.5175,27.3186,25.385,27.6274,34.2228,42.3336,4779,29.5332,37250,68.4137,-7.2342
119,119,116,UTSA,CUSA,10,5–5,107.4118,102.8145,.6217116,52.4106,50.5173,17.3141,16.5233,25257,27.8181,28.5254,31.7173,54.436,50.7207,33.2229,33.5122,72.125,-2.7171
79,79,77,Utah,P12,10,6–4,114.330,105.6202,.713977,5464,53.5267,17127,13.4342,28.5153,26115,34.5108,33.1204,54.238,53.1288,35.8129,36.1228,67.4185,-0.468
41,41,41,"Utah St. 8 seed, ✅",MWC,10,10–0,113.435,96.469,.867241,53.282,4753,16.393,16263,3179,21.314,41.425,31.1157,54.142,43.619,34.5171,34.8175,67.4185,2.317
110,110,107,Utah Valley,WAC,10,9–1,109.095,103.4153,.6466107,55.726,47.569,20.3295,15.4292,35.919,27.6169,40.632,23.220,52.866,47.284,4024,32.187,68.9112,0.349
13,13,14,"VCU 8 seed, ✅",A10,10,9–1,112.442,88.17,.943214,54.446,449,18.5216,23.76,33.841,29.5226,29.8220,37.2279,57.214,42.610,33.6206,31.358,68.2149,1.430
256,256,248,VMI,SC,10,4–6,103.7174,111.7304,.2983248,52.2113,58.2347,14.223,16.9209,20.9335,26.1121,29.6225,27.875,47.8255,57.3341,38.359,39.6323,72.617,-3.5211
236,236,228,Valparaiso,MVC,10,3–7,93.8326,98.890,.3544228,46.8305,49.4122,20.9312,19.292,27.4181,22.528,32.2168,34.3231,48.7224,48.8139,28.1343,33.7136,67202,-5.1271
239,239,231,Vanderbilt,SEC,10,0–10,93.6327,99.397,.3383231,42.6349,50.8185,23.4347,16.8212,29.9117,31.9297,31.3189,33.1204,46296,45.244,25.4353,40.4331,65.2297,-4.5250
86,86,84,"Vermont 13 seed, ✅",AE,10,9–1,103.9170,96.367,.705784,52.892,48.280,17127,19.768,27.8173,17.31,33.7125,22.714,52.575,44.840,35.5138,35185,64.2320,-0.468
57,57,56,"Villanova 6 seed, ✅",BE,10,6–4,112.839,98.386,.829456,49.8210,49.4122,17.3141,17.7164,30112,28.9206,36.470,30.9154,49.8172,50181,33.2229,32.491,65.3292,0.349
3,3,4,"Virginia 1 seed, ✅",ACC,10,9–1,125.51,91.217,.97524,57.511,44.620,14.425,15.7281,25257,28.5196,31.8174,22.918,51.699,46.363,43.64,28.48,59.6353,4.62
16,16,17,"Virginia Tech 4 seed, ✅",ACC,10,6–4,119.012,94.851,.931917,50.8164,49.6133,16.5102,18.1144,29.2137,25.9111,34.2114,30.4140,51.2109,51.6248,33.6206,31.979,62.8339,1.625
331,331,320,Wagner,NEC,10,4–6,92.0334,107.3233,.1457320,40.9352,50143,18.6223,19.962,35.722,30.5261,32171,49350,40.5344,48.4128,27.7345,34.8175,63.3332,-5.1271
136,136,132,Wake Forest,ACC,10,3–7,106.2138,102.9146,.5889132,44.4339,55.4319,19.9278,16.1259,32.556,29.5226,31.5182,36.1259,41.1341,55.3323,33.6206,37.1255,68.4137,-1.5113
88,88,86,"Washington 9 seed, ✅",P12,10,7–3,102.6197,95.359,.699886,49.7215,50143,18.3207,25.82,27.5177,37.3349,28.6250,34.2228,48.8220,47.6101,34.1187,35.9220,64.8305,-0.158
202,202,196,Washington St.,P12,10,3–7,102.6198,105.3195,.4254196,50203,52.5243,22.4340,15.5289,25.9230,29.2218,30.2213,30.6143,44.3327,52258,38.261,35.5207,72.322,-3.7220
260,260,251,Weber St.,BSky,10,4–6,99.9249,107.8245,.2936251,54.253,50.2152,13.112,16.6224,14.2352,29.2218,32.4160,27.875,52.866,50.1190,37.770,33.5122,72.518,-5268
54,54,53,West Virginia,B12,10,5–5,114.826,99.094,.844953,48.2267,53.9283,19242,18151,36.616,24.565,30.8196,30.6143,47.1272,53285,33.3222,37250,71.830,0.446
279,279,270,Western Carolina,SC,10,2–8,101.9213,111.6302,.2592270,53.184,56.3330,21.3326,14.4325,25.7236,24.978,33.8121,40.5316,48.7224,58.9350,38.946,35.3201,71.638,-5.5293
322,322,311,Western Illinois,Sum,10,2–8,95.9303,108.8259,.1885311,48.8239,54.4297,16.496,13347,22.6308,23.136,21.9344,27.671,45.6305,49.9177,37.480,40.8339,68.4137,-6.3323
113,113,110,Western Kentucky,CUSA,10,6–4,103.3183,98.285,.6407110,47.7288,47.773,18.4213,2135,29.6125,30.9272,37.552,24.131,48.9213,45.142,30.4313,34.2154,67.8165,-1.9130
250,250,242,Western Michigan,MAC,10,2–8,95.7305,102.5136,.3125242,46.7307,54.1289,21.2322,17.2190,28.6149,23.951,37.453,32.4191,49.4192,53.2291,28.1343,37250,70.369,-5.5293
48,48,48,Wichita St.,Amer,10,8–2,111.063,95.155,.855348,47.8286,4522,14.122,15.6285,33.442,27.5164,30.8196,34.5235,48.4235,44.739,31.2303,30.236,68.1152,1.135
191,191,185,William & Mary,CAA,10,7–3,102.2207,103.8167,.4535185,56.123,50.5173,17.9180,17.2190,26.2217,26.3128,3678,29.4105,56.220,48.2119,37.287,36.1228,7148,-1.4109
231,231,224,Winthrop,BSth,10,4–6,102.0210,107.3231,.3589224,52.699,52.8256,20.3295,13.4342,28.6149,2455,27.9272,30.9154,49.8172,50.8212,36.6106,37.1255,72.813,-4.2236
26,26,26,"Wisconsin 5 seed, ✅",B10,10,6–4,105.4147,86.11,.910226,45.6317,44.921,1540,15.8277,25.3249,24.978,28269,2319,46.7278,43.416,29338,31.872,64.6310,1.823
21,21,22,"Wofford 7 seed, ✅",SC,10,10–0,117.218,95.156,.916822,59.93,47.364,1676,19.198,28.9143,26.9143,29.3230,26.257,56.122,50.1190,43.15,28.610,67.1198,2.317
71,71,70,Wright St.,Horz,10,7–3,106.6129,97.275,.744470,52121,49.7135,16.291,19.672,30.3100,26115,31.6177,25.345,51121,49.7171,35.7132,33.2113,65.7272,-1.196
276,276,267,Wyoming,MWC,10,3–7,96.6293,105.4198,.2673267,49.8210,50.7180,18.5216,15.9267,13.1353,29.8237,36.568,36.2261,48.9213,49.6167,33.9196,34.8175,68157,-4.7258
29,29,29,Xavier,BE,10,8–2,112.145,92.226,.903729,53.282,47.364,19.6267,14.4325,3348,24.156,28.1265,18.52,54.933,46.976,33.8199,31.979,65.3292,2.511
95,95,93,"Yale 14 seed, ✅",Ivy,10,7–3,116.620,109.3267,.678093,57.710,50.2152,14.425,14.4325,23.2295,22.934,30.4207,29.4105,57.214,50.7207,39.140,33.1109,7148,-1.3102
223,223,216,Youngstown St.,Horz,10,6–4,106.2135,111.1290,.3748216,52121,51189,15.348,15.1306,29.3135,30.1251,26.1305,43.6337,52.963,53.8304,33.8199,30.540,67.5178,-2.1138
