,Unnamed: 0,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
261,261,252,James Madison,CAA,10,5–5,103.9171,112.3309,.2897252,53.477,56.1329,16.8116,16.4243,30.590,30.6265,28.8246,37.1277,51.4104,55.6327,38.553,38288,66.1253,-3.3199
39,39,39,"Kansas 4 seed, ✅",B12,10,7–3,109.290,92.328,.873639,49.4224,48.485,19.6267,17.2190,30.784,26.2126,31.6177,27.369,50163,47.391,32.2260,33.5122,70.464,2.413
11,11,12,"Kansas St. 4 seed, ✅",B12,10,7–3,112.443,87.76,.945212,51.3150,48.178,15.453,2219,26.2217,29.8237,28269,30.7147,50.5144,49.5162,35152,30.743,62.3341,2.317
343,343,331,Kennesaw St.,ASun,10,2–8,95.4308,114.6329,.1077331,43.6346,54.3292,18.9237,16.3247,33.344,35.6341,24327,26.762,40.3345,54.8320,36.6106,35.7213,68.4137,-6314
132,132,128,Kent St.,MAC,10,5–5,109.291,105.6203,.5943128,46.7307,52.6247,17.4150,18151,39.32,29.3222,27.5279,42324,49.5188,55.6327,27.7345,31.979,67202,-2134
6,6,7,"Kentucky 2 seed, ✅",SEC,10,7–3,121.09,91.621,.96077,53.773,46.139,18.2204,12.7350,32.556,26.1121,46.27,28.383,52.282,43.518,38.359,33.5122,64.5312,2.99
201,201,195,LIU Brooklyn,NEC,10,6–4,97.9275,100.5116,.4256195,51.7137,44.112,19.2253,18.9105,26.9195,34.1329,27.6274,31.3162,46.6280,43.923,3943,29.621,69.786,-3.2192
20,20,21,"LSU 3 seed, ✅",SEC,10,8–2,121.18,97.883,.921121,48.5250,50.1149,1540,17.6169,38.25,31.3282,33139,33.3208,49.1206,49145,31.6292,34.4162,68.3143,3.27
206,206,200,La Salle,A10,10,3–7,99.7251,102.6139,.4175200,46.1313,52.4241,20287,17204,30.497,25.6101,22.4340,36.5268,44.6323,53285,31.9274,34.1150,68.2149,-4.3242
315,315,304,Lafayette,Pat,10,5–5,101.7217,114.6328,.2031304,53.870,55.1317,18190,14333,22.9300,28184,30.4207,2996,50.8133,54.7318,38.651,37.4269,70.855,-3.8225
166,166,161,Lamar,Slnd,10,9–1,108.6103,107.6236,.5261161,55.135,50.7180,18.3207,19.672,37.88,24.259,33.9118,41.7321,50.9127,49.7171,41.69,34.9182,68.1152,-0.572
224,224,217,Lehigh,Pat,10,5–5,104.1164,109.0263,.3702217,52.5102,50.6177,19242,14.9315,26226,25.8106,40.632,32.2186,51121,50.8212,36.5109,33.5122,72.813,-3.6214
82,82,80,"Liberty 12 seed, ✅",ASun,10,9–1,108.6100,100.5117,.709780,54.349,49.1110,15.867,19.672,23.7285,26.2126,27.5279,30.1129,5810,49.1152,32.6250,32.797,62.1345,0.936
139,139,135,Lipscomb,ASun,10,7–3,108.996,106.0211,.5789135,53.966,50.3161,17.1132,19100,28.2162,23.541,36.470,30.7147,52.575,49.5162,37.287,34.5164,7227,-1.6115
275,275,266,Little Rock,SB,10,3–7,96.2298,104.6182,.2748266,52121,51.9223,22.4340,17.2190,25.7236,25.8106,36.175,40.3312,5444,52.3263,32267,34.2154,69.3102,-5.1271
230,230,223,Long Beach St.,BW,10,7–3,99.5254,104.6180,.3617223,48.3259,50.4168,15.971,20.547,27.5177,31.4287,40.731,27.774,49.3200,51.9256,30.5311,3283,71.736,-1.7120
295,295,285,Longwood,BSth,10,3–7,101.6221,112.0305,.2445285,53.870,55.6325,18.1196,16.5233,22.3311,22.123,35.491,42.9329,50.4153,53.4296,38.164,38.5302,66.9212,-5.5293
131,131,127,Louisiana Lafayette,SB,10,6–4,109.389,105.7205,.5950127,51.4145,52.2235,15.348,18.3136,29.6125,28.9206,33.8121,38.2294,51.2109,52.7275,34.5171,34.2154,69.591,-2.3152
140,140,136,Louisiana Monroe,SB,10,5–5,111.355,108.3251,.5787136,55.726,51.8220,16.182,16.4243,25.7236,29.8237,33.8121,27.267,52.963,52.3263,39.237,34.1150,65.8265,-3188
179,179,174,Louisiana Tech,CUSA,10,5–5,102.9192,103.5154,.4834174,48.5250,48.590,16.8116,18.6115,28.6149,29.9245,33.9118,28.790,46.2290,49145,34.5171,3283,65.1299,-3.2192
27,27,27,"Louisville 7 seed, ✅",ACC,10,3–7,108.5106,88.99,.907727,45.3322,44.213,17.8173,12351,27.4181,25.6101,23.1333,31.5166,45.7301,43.721,29.9323,3033,67.9162,-0.676
111,111,108,Loyola Chicago,MVC,10,5–5,104.1163,98.891,.6461108,53.379,50.7180,17.6160,19.768,19.4343,24.361,25.7309,23.425,53.356,46.872,35.6136,37.9284,62.3341,-2.9183
240,240,232,Loyola MD,Pat,10,3–7,102.0209,108.5254,.3310232,52.798,57.6343,17.9180,23.57,26226,31.6292,28.4256,33.6216,51.991,57.8344,36122,38.1294,69.591,-5.5293
112,112,109,Loyola Marymount,WCC,10,5–5,104.2160,98.993,.6455109,48.1273,50.4168,17.2136,20.451,26.3212,29209,37.157,36.2261,49.1206,50181,29.9323,34146,62.2343,-2.1138
352,352,340,Maine,AE,10,1–9,94.0322,116.2338,.0805340,48.8239,58.4349,20.1290,19.388,24.7267,26.9143,26.4299,33.1204,47.7261,55.4324,34.1187,40.7336,64.9303,-7.4345
312,312,301,Manhattan,MAAC,10,5–5,94.9314,106.6220,.2076301,50.3185,51189,20.4301,20.939,29.5128,29.8237,31194,38290,50.9127,47.284,33233,37.2261,59.8352,-4.2236
294,294,284,Marist,MAAC,10,4–6,97.2285,107.2227,.2447284,49.5220,52.1231,18.1196,19.578,26.3212,25.9111,26.2302,30.6143,50.4153,54.2309,32267,33105,62.9338,-5.2278
28,28,28,"Marquette 5 seed, ✅",BE,10,5–5,115.125,94.748,.904128,54.157,45.630,19.9278,15.2301,31.178,30.5261,34.2114,42.8328,50.8133,44.228,38.946,31.872,67.8165,-0.676
153,153,149,Marshall,CUSA,10,7–3,108.6102,106.4215,.5581149,54.157,49.8138,15.453,18.6115,22.4309,30.1251,33139,30.5142,50163,49145,38.749,34.2154,73.59,-1.6115
32,32,32,"Maryland 6 seed, ✅",B10,10,5–5,110.275,91.420,.895432,48.3259,449,19.9278,11.7352,30.3100,27.1151,26.7292,29.8119,48.5231,41.75,31.9274,31.564,65.3292,1.430
363,363,351,Maryland Eastern Shore,MEAC,10,4–6,87.9347,113.0314,.0528351,48.4256,49.1110,21.5327,19.578,26226,31.1278,34.5108,36.6269,48.6227,47.181,32267,34.8175,63336,-5.6301
317,317,306,Massachusetts,A10,10,3–7,102.0211,115.4332,.1945306,51.9125,54.9311,22.6342,13.7338,34.533,24.462,30.3209,45.7343,49.3200,54.7318,37.480,36.9248,66.5229,-5.2278
360,360,348,McNeese St.,Slnd,10,2–8,89.6343,114.0321,.0588348,44.7333,54.3292,18.4213,18.2141,24277,29209,38.346,24.333,44.9318,52.1261,29.6330,38.7306,66.6221,-7337
49,49,49,Memphis,Amer,10,7–3,107.9113,92.731,.851749,49.4224,43.87,18.6223,18.3136,32.949,30.9272,36.568,32.9200,50.9127,43.314,31.1304,29.830,74.26,0.741
264,264,255,Mercer,SC,10,3–7,98.6266,106.8223,.2860255,47.9282,53.7275,18.5216,18.5125,30.882,28.6200,32.5158,39.6305,47.6262,53.7300,32.2260,35.9220,67.3189,-4.9264
67,67,66,Miami FL,ACC,10,4–6,111.652,100.4113,.772166,48.6247,53.8279,15.867,19.292,26.3212,30249,28.4256,26.458,49.1206,51225,31.9274,39313,67202,-0.987
188,188,182,Miami OH,MAC,10,3–7,98.4270,99.6101,.4642182,44.5337,50.2152,20.1290,17.3185,28.5153,22.123,35.392,35.4249,44.7320,48.2119,29.6330,35.3201,69.497,-4.2236
2,2,3,"Michigan 2 seed, ✅",B10,10,6–4,120.210,86.84,.97693,53.184,44.518,12.35,15.5289,21.3327,29.6229,21.7345,32.3189,52.575,47.284,35.9127,25.61,64.2320,2.413
5,5,6,"Michigan St. 2 seed, ✅",B10,10,9–1,123.23,91.722,.96746,53.675,45.630,17.8173,14.4325,30.784,23.745,33.8121,22.817,51.3107,44.432,38.164,31.770,66.8214,5.11
184,184,178,Middle Tennessee,CUSA,10,5–5,103.4179,104.5176,.4707178,49.1233,48.280,19.4259,16.3247,36.616,25.9111,23.2331,36.4267,48.6227,46.769,33.2229,33.6130,65.5282,-3.4203
313,313,302,Milwaukee,Horz,10,0–10,97.5278,109.7273,.2044302,47.6291,55.8327,18.1196,15.3297,30.2102,26.8139,25.8307,34219,46.6280,56.9340,33233,36.3235,66.5229,-8.1349
35,35,35,"Minnesota 10 seed, ✅",B10,10,5–5,110.766,92.832,.883135,47.9282,48.485,16.182,15.6285,26.1223,27.5164,36.272,22.714,45.4309,47.595,36.5109,33.3118,67.2194,1.430
34,34,34,"Mississippi 8 seed, ✅",SEC,10,5–5,112.938,94.547,.885534,50203,52.7254,16.5102,21.231,25.3249,29.1212,26.4299,34.7237,48.9213,49.9177,34.3177,39.2319,67.3189,0.252
17,17,18,"Mississippi St. 5 seed, ✅",SEC,10,7–3,117.915,94.446,.928518,54.740,49.5128,19.8273,19.962,34.631,31.3282,34.9100,30.6143,52.282,47.181,39.140,35.5207,66.3239,1.922
361,361,349,Mississippi Valley St.,SWAC,10,3–7,89.9342,114.5326,.0585349,43.1347,51.5209,18.7228,17.4181,29.9117,28.5196,36.272,29.4105,40347,49145,33.7204,37.7278,70.855,-6.4328
56,56,55,Missouri,SEC,10,4–6,110.471,95.761,.838055,50.2190,48.383,20.8308,16.6224,36.713,23.541,27.6274,43.5335,48.3241,50.7207,35.3140,3033,64327,-0.883
186,186,180,Missouri St.,MVC,10,5–5,102.9191,104.1172,.4679180,50.3185,51.7213,17.3141,19.768,22.7305,26.7137,39.540,39.7306,48.2246,50.5198,36122,37.3267,62346,-3.4203
287,287,277,Monmouth,MAAC,10,5–5,94.1321,103.5156,.2501277,48.2267,4753,18190,19100,30112,27.3159,37.157,43.4334,49.4192,4657,30.2318,31.979,68.7122,-4.2236
165,165,160,"Montana 15 seed, ✅",BSky,10,8–2,105.8140,104.8188,.5268160,59.93,50.4168,18.7228,18.1144,25257,22.631,22.2341,28.994,59.94,50181,4024,33.9142,66.5229,-1.3102
284,284,275,Montana St.,BSky,10,5–5,109.486,120.3350,.2513275,5715,57.2337,1676,16.3247,25.3249,28.1185,32.3163,23.220,53.651,56334,40.417,39.2319,69.690,-4232
265,265,256,Morehead St.,OVC,10,4–6,101.6220,110.2280,.2834256,49.4224,49.1110,15.867,14333,27192,29.6229,31.9173,30126,49.4192,45.851,32.9241,36.4237,65.9260,-4.4245
354,354,342,Morgan St.,MEAC,10,1–9,93.9325,117.9343,.0680342,44343,57.2337,17.4150,25.53,33.939,33.4321,36.765,45.8344,40.3345,54.1308,35.5138,41.8346,71.830,-8.8352
319,319,308,Mount St. Mary's,NEC,10,4–6,94.7317,107.3230,.1923308,49.9205,47.364,17.8173,18.5125,23.1296,32.3303,32.9143,34.6236,51.2109,44.432,31.9274,34.5164,67.9162,-5.3285
61,61,60,"Murray St. 12 seed, ✅",OVC,10,10–0,111.356,98.789,.799360,56.419,46.139,15.348,17.6169,31.373,28.7201,31.4187,20.35,59.45,47.181,33.6206,29.519,7073,1.625
243,243,235,NJIT,ASun,10,3–7,100.6236,107.2229,.3229235,51.5140,53.6271,16.7112,16.3247,17.5350,25.284,34.3112,27.470,51.796,48.6135,34191,41.2344,64.8305,-4.5250
220,220,213,Navy,Pat,10,5–5,101.2229,105.6201,.3796213,49.9205,53.6271,19242,15.5289,29.3135,24.771,31.5182,26.458,49.9169,53.1288,33.3222,36.2233,67.8165,-3.2192
69,69,68,Nebraska,B10,10,5–5,113.633,102.8144,.759768,47.7288,53.3262,12.99,18.6115,27.9171,32.7313,31.2190,31.5166,46.7278,51.6248,33233,37.3267,67.6172,0.741
180,180,175,Nebraska Omaha,Sum,10,8–2,107.9112,108.5255,.4833175,52.892,53.5267,10.61,13.4342,26.9195,19.75,23.7330,25.449,49.5188,54.4313,39.828,35185,66.4233,-0.883
55,55,54,"Nevada 7 seed, ✅",MWC,10,7–3,110.077,95.258,.840154,53.966,48.485,16.6108,19.388,27.4181,22.123,39.739,30.2133,52.866,43.923,3793,37.2261,70.855,-0.676
353,353,341,New Hampshire,AE,10,2–8,84.2352,104.6181,.0756341,44.8331,48.9105,20.5304,16263,22.3311,22.528,25.6311,37.6286,38.6350,50.8212,33.7204,30.641,65.3292,-6.8335
209,209,202,New Mexico,MWC,10,4–6,100.7232,104.0170,.4094202,47.2301,51189,18190,16.8212,29.7123,22.123,40.335,38.4296,45317,49.5162,33.6206,35.8218,74.35,-3.4203
42,42,42,"New Mexico St. 12 seed, ✅",WAC,10,10–0,113.732,96.670,.866242,57.113,47.157,18190,17.8157,35.324,18.52,30.7202,30.4140,58.28,47.7105,37.384,30.743,67.1198,1.333
225,225,218,New Orleans,Slnd,10,6–4,101.6222,106.5218,.3671218,51.1155,49.4122,20.3295,20.939,32.850,34328,37.157,42.3325,50.3157,49.9177,35.2143,32.290,69110,-3188
334,334,323,Niagara,MAAC,10,2–8,101.7218,120.0349,.1306323,51.2152,55.4319,18.4213,13.6339,26.9195,26115,33.5128,29.8119,46296,53.8304,3943,38.5302,68.7122,-7.1340
273,273,264,Nicholls St.,Slnd,10,4–6,100.6233,109.4269,.2757264,52.699,49.3118,16.7112,19.198,22.2314,34.1329,24.9319,36.8273,46.1293,50.7207,39.927,31.358,69.1106,-5.1271
222,222,215,Norfolk St.,MEAC,10,8–2,94.9313,99.295,.3767215,48.8239,449,18.8231,21.133,30.590,27.8181,38.645,37.5284,46.5284,42.49,35.3140,30.848,70.759,-1.196
258,258,250,North Alabama,ASun,10,2–8,97.9274,105.6204,.2950250,46314,54.7304,18.5216,18.5125,31.373,21.918,31.5182,37.3282,45.8300,52.3263,30.8309,38.9312,68.7122,-6.1317
1,1,2,"North Carolina 1 seed, ✅",ACC,10,8–2,122.64,87.05,.98112,50.4181,46.952,14.832,16.8212,34.237,22.631,26.7292,25.142,50.5144,46.872,33.5212,31.462,73.410,4.54
289,289,279,North Carolina A&T,MEAC,10,8–2,93.9324,103.4150,.2492279,50.8164,43.33,19.1248,19.672,30.1106,29.2218,32.5158,32181,50.8133,42.811,33.8199,29.417,67.2194,-1.6115
251,251,243,"North Carolina Central 16 seed, ❌",MEAC,10,7–3,100.4241,107.6239,.3109243,51.7137,47.364,20.6305,15.7281,3527,27.6169,36.667,28.689,51.4104,48114,34.8160,30.743,64.8305,-2.4158
38,38,38,North Carolina St.,ACC,10,6–4,111.161,93.638,.877038,48.1273,47.977,16.182,17.8157,31.964,28.2187,28.4256,34.7237,49.5188,49.6167,30.5311,29.621,70.560,0.741
269,269,260,North Dakota,Sum,10,4–6,97.9276,106.3214,.2796260,52.1116,52.8256,15.661,14.6320,20.3339,21.816,24.9319,27.875,50.8133,56334,36.5109,3152,70.369,-4.4245
161,161,156,"North Dakota St. 16 seed, ✅",Sum,10,7–3,111.654,110.3282,.5341156,56.419,51.2199,12.46,13.8337,19.9341,27.4161,33.1138,30.2133,51.1118,48.4128,41.212,37.1255,63.3332,-1.9130
232,232,225,North Florida,ASun,10,7–3,98.6262,103.8164,.3587225,50.4181,45.937,19.8273,16.6224,28167,33.1316,25.5312,23.828,48.5231,45.142,35.2143,31.872,70.952,-1.5113
241,241,233,North Texas,CUSA,10,2–8,90.4341,96.266,.3293233,45.2323,47.262,22.2338,18.1144,29.8120,21.918,21.2346,38.2294,43.9328,47.595,31.1304,31.257,64.4313,-6.3323
72,72,71,"Northeastern 13 seed, ✅",CAA,10,9–1,110.373,101.0122,.734471,59.46,49.5128,15.246,14.8317,23297,22.327,29.3230,22.512,58.77,50.5198,4024,31.666,65.8265,0.446
320,320,309,Northern Arizona,BSky,10,3–7,100.5240,113.9320,.1917309,51.5140,57.3340,17.3141,17.3185,28167,23.339,32.8150,29.1102,51.2109,55.8330,34.7163,39.4322,69.497,-5.8309
171,171,166,Northern Colorado,BSky,10,7–3,103.2187,102.6138,.5158166,54.641,51.7213,17.9180,2135,27.1190,24.978,32171,28.584,55.430,49145,35.8129,37.8280,65.7272,-2.1138
149,149,145,Northern Illinois,MAC,10,5–5,107.1123,104.7185,.5634145,50.8164,51.7213,14.729,19.866,24.7267,30.6265,24.4324,44.8342,49.8172,49.4161,35.2143,36.8247,66.6221,-2.5165
121,121,118,Northern Iowa,MVC,10,6–4,98.8260,94.749,.6179118,50.2190,4753,17.3141,17.8157,19.4343,20.79,24327,26.661,48251,48.3123,35.7132,29.727,65.4287,-2.1138
100,100,98,"Northern Kentucky 14 seed, ✅",Horz,10,8–2,108.798,102.4135,.665898,55.825,50.9188,18.3207,18.7112,33.939,27.1151,30.2213,29.6113,55.628,51225,37.384,33.7136,69.497,-0.572
87,87,85,Northwestern,B10,10,1–9,99.9247,92.630,.705785,44.7333,45.630,14.729,15.3297,21.1331,25.6101,23.2331,34.2228,47.4265,46.261,27.4347,29.621,66.2246,-3.9229
344,344,332,Northwestern St.,Slnd,10,4–6,91.3337,109.8274,.1068332,49.5220,50.3161,24.1349,18.9105,29.8120,33.6324,35.195,35.6251,48.8220,46.769,34.1187,38.2296,69.2105,-5.2278
74,74,73,Notre Dame,ACC,10,2–8,107.6116,98.788,.729873,42.6349,48.590,12.99,16.5233,26.5208,32.5308,29.5227,28.790,41.9338,50181,29338,30.641,65.3292,-2.7171
128,128,125,Oakland,Horz,10,6–4,102.7195,99.296,.5975125,53.773,48.798,20.3295,17.6169,23.9279,29.1212,40.830,24.434,53.848,48.8139,35.7132,32.491,71.441,-2.2146
196,196,190,Ohio,MAC,10,3–7,102.2205,104.5177,.4363190,49.9205,50.2152,17.9180,16.5233,26.2217,33.3320,32.9143,32.6196,53.158,47.391,29.1337,36.5238,69.882,-3.6214
78,78,76,"Ohio St. 11 seed, ✅",B10,10,3–7,104.1162,96.163,.715276,44.7333,51.2199,17.3141,15.9267,25.7236,24.771,28.1265,29.4105,45.1313,51.5242,29.4334,33.9142,66.3239,-1.2100
43,43,43,"Oklahoma 9 seed, ✅",B12,10,4–6,110.374,94.241,.860743,50.1197,49.7135,1676,17204,23.4288,31276,25.5312,21.79,48.4235,47.9112,36122,34.5164,67.2194,-0.468
108,108,105,Oklahoma St.,B12,10,3–7,109.483,103.6162,.6526105,48.3259,53.7275,14.832,16.2254,21.9319,28.8203,25318,30.1129,45.1313,51.9256,34.9155,37.6275,66.2246,-0.987
120,120,117,"Old Dominion 14 seed, ✅",CUSA,10,8–2,97.3281,93.334,.6188117,45.1326,4522,19242,18.8109,34.336,28.5196,29.9219,32181,42.4335,48.2119,33.3222,26.24,64.3316,056
255,255,247,Oral Roberts,Sum,10,3–7,107.5117,115.8336,.2983247,54.446,56.4332,17.1132,13.6339,30.2102,24.259,22.8335,31.5166,53.651,49.6167,3793,44.7352,67202,-5.8309
18,18,19,"Oregon 12 seed, ✅",P12,10,8–2,110.669,88.78,.927119,52.2113,44.213,16.5102,21.723,3263,29.5226,27.6274,35.5250,52.770,45.346,34.2184,28.59,63336,1.529
152,152,148,Oregon St.,P12,10,4–6,109.581,107.3232,.5582148,50.1197,54.8309,16.496,18.5125,25.4248,29.1212,41.425,35.3247,52.673,51.3236,30.4313,40.4331,64.9303,-2.9183
237,237,229,Pacific,WCC,10,2–8,94.3319,99.6100,.3473229,44.5337,54.4297,19.3257,19.962,24277,24.156,3598,44.4341,38.5352,52.7275,37.770,38288,63.7331,-4.3242
102,102,100,Penn,Ivy,10,5–5,100.1246,94.344,.6650100,50.5177,51.2199,17.5154,20.451,22.7305,21.918,18.4352,19.43,53.158,47.284,31.6292,38.2296,65.2297,-2.9183
7,7,8,Penn St.,B10,10,6–4,117.616,90.314,.95428,49237,48.178,17.5154,19.578,33.246,27.7174,34.3112,39.7306,48.5231,47.6101,33.3222,32.797,69.3102,1.823
147,147,143,Pepperdine,WCC,10,5–5,111.160,108.6256,.5642143,53.675,57.2337,20287,18.9105,26226,29.1212,33.6126,37.7287,47.8255,54.5316,40.615,40.8339,68.9112,-192
145,145,141,Pittsburgh,ACC,10,2–8,104.1165,101.7126,.5666141,44.9330,52.5243,19.9278,18.7112,32.752,31.4287,40.928,38.5298,41.2340,45.954,33.5212,40.6335,65.4287,-3.1190
332,332,321,Portland,WCC,10,0–10,91.4336,106.8224,.1428321,44.1342,54.5299,21.2322,15.4292,21.4325,25.597,35.294,35.2245,42.2337,52.8279,31.3301,37.8280,65.1299,-7.3343
248,248,240,Portland St.,BSky,10,7–3,104.0167,111.2296,.3169240,51160,52.1231,16.6108,17.8157,34.729,27.2153,35.588,37.2279,49.9169,50.9222,35.1146,36.2233,69.882,-2.3152
210,210,203,"Prairie View A&M 16 seed, ❌",SWAC,10,9–1,102.6200,106.0212,.4070203,52.892,49.4122,15.246,26.71,29.1140,34.3332,49.34,37.5284,53.554,51.1229,34.4175,30.743,70.464,-0.676
156,156,151,Presbyterian,BSth,10,6–4,108.897,107.0225,.5491151,5464,52226,13.112,18.6115,27.1190,27.4161,26.6296,34.8241,52.479,51.6248,3793,35.2193,69.497,-2.8178
192,192,186,Princeton,Ivy,10,4–6,99.9248,101.6125,.4522186,48.2267,51.7213,18.1196,15.9267,24.5271,2111,28.6250,26.864,50163,51.2233,30.3316,35.2193,68.6129,-3.9229
64,64,63,Providence,BE,10,4–6,106.3134,95.257,.780463,48.8239,51.9223,19.5264,18.3136,29.5128,26.4131,41.127,33.5212,50.1160,51225,31.1304,35.3201,68.9112,-1.7120
8,8,9,"Purdue 3 seed, ✅",B10,10,7–3,117.617,91.219,.94879,48.8239,45.326,1676,17.2190,35.820,25.6101,31.6177,33202,49.3200,45.851,32.1264,29.727,65.5282,2.120
215,215,208,Quinnipiac,MAAC,10,6–4,108.0110,112.1306,.3936208,55.430,48.383,18.8231,11.7352,28.4157,27.2153,37.453,29.7116,48.9213,50.8212,40.122,29.621,67.5178,-3.1190
176,176,171,Radford,BSth,10,6–4,105.5146,105.5199,.5012171,50.3185,51.7213,1419,15.2301,32.161,21.314,24.9319,31.2159,48.3241,50.8212,35.7132,35.2193,63.8330,-2.6167
92,92,90,Rhode Island,A10,10,6–4,108.3108,101.0123,.689390,49.4224,48.590,17.6160,19.578,29.8120,30.5261,35.195,31.7173,49211,47.7105,33.5212,33.2113,66.6221,-192
277,277,268,Rice,CUSA,10,4–6,95.8304,104.7186,.2639268,46.3312,49.9141,19.9278,16.8212,26.8200,23.136,36.861,29.8119,43.9328,48.3123,33.3222,34.7172,7073,-4.5250
151,151,147,Richmond,A10,10,4–6,111.357,108.9261,.5603147,54.641,53.1260,14.936,18.1144,18.7348,31276,31194,29.4105,51.991,53.3294,39.237,35.2193,67202,-3.4203
249,249,241,Rider,MAAC,10,4–6,99.6252,106.6219,.3130241,49.7215,53.3262,17.5154,21.428,30.981,26115,44.311,40310,49.4192,53.8304,33.5212,35.1187,76.31,-5.2278
326,326,315,Robert Morris,NEC,10,5–5,95.5307,108.9260,.1820315,50.2190,53.7275,21317,21.231,30.1106,24.668,29.2236,38290,46.1293,56.8339,37.770,32.9101,66.2246,-4.2236
62,62,61,Rutgers,B10,10,3–7,108.799,96.671,.794061,49.1233,49.1110,18.5216,15.6285,30.590,27.3159,32.1169,39.2303,50.7138,47.595,30.2318,34.8175,68.7122,-1.3102
342,342,330,SIU Edwardsville,OVC,10,3–7,92.9331,111.5299,.1099330,47.2301,54.6302,20.8308,15.7281,23.9279,28.8203,38.743,30.8152,46.8277,55.6327,32267,35.3201,70.172,-5268
101,101,99,SMU,Amer,10,3–7,109.979,103.5159,.665499,50.2190,47.670,16.393,13.9335,24.7267,36.8348,26.1305,26.560,51.699,4657,32267,33.5122,67.5178,-2.4158
327,327,316,Sacramento St.,BSky,10,5–5,96.4296,109.9275,.1816316,50.5177,54.3292,17.9180,19.962,25.7236,24.565,35.392,34.1223,47.4265,51.5242,37.675,39313,68.5134,-4.2236
252,252,244,Sacred Heart,NEC,10,6–4,103.3181,110.9287,.3069244,52.5102,52.3238,19242,17.2190,31.467,25.597,35.588,33.4210,51.4104,45.549,36.2115,44.3351,71.540,-3.3199
122,122,119,Saint Joseph's,A10,10,4–6,109.194,104.7184,.6155119,48.4256,50.3161,12.24,16.5233,20.7336,27.5164,35.195,29.6113,49.1206,48.6135,31.8284,35.1187,69.786,-3.4203
65,65,64,"Saint Louis 13 seed, ✅",A10,10,7–3,106.4132,95.560,.777264,47.9282,46.342,17.2136,18.4132,37.211,26.8139,34.7102,30.2133,47.8255,44.228,32.2260,33105,65.8265,0.349
37,37,37,"Saint Mary's 11 seed, ✅",WCC,10,8–2,108.5104,91.216,.881337,50.2190,46.649,17.7167,16.1259,30.1106,206,30.5205,30.3138,47.1272,46.976,37.675,30.743,60.8350,221
298,298,288,Saint Peter's,MAAC,10,4–6,97.2284,107.5234,.2400288,51.9125,50.5173,22.3339,15.2301,30.590,25.489,32.7153,32181,53.455,43.721,32.5253,40.2329,61.8348,-5.1271
205,205,199,Sam Houston St.,Slnd,10,6–4,111.258,114.3323,.4227199,5536,55315,18.5216,18151,33.344,26.9143,26.8289,41.1318,52.866,53.4296,38.651,38.5302,65.8265,-2.4158
183,183,177,Samford,SC,10,4–6,103.8173,104.5178,.4798177,51.8130,51.1195,18.9237,18.2141,28.4157,31.2281,32.7153,23.220,5444,46.566,32267,37.2261,70.369,-3.9229
85,85,83,San Diego,WCC,10,5–5,101.5223,94.139,.706883,49.1233,48.798,17.5154,17.6169,22.8301,20.68,29.2236,41.1318,45.7301,48.3123,35.9127,32.9101,66.3239,-1.2100
89,89,87,San Diego St.,MWC,10,6–4,95.9301,89.411,.691687,45328,44.518,17.3141,16.9209,26.1223,26.1121,33139,35.3247,41.4339,44.635,34.3177,29.519,68.1152,-0.262
174,174,169,San Francisco,WCC,10,4–6,111.653,111.5300,.5032169,53.184,55.4319,14.936,15.9267,27.5177,26.9143,27.4281,37.1277,51.1118,53.9307,37.480,39313,67.2194,-2.9183
355,355,343,San Jose St.,MWC,10,1–9,93.6328,117.6342,.0673343,45.7316,58.8350,17.6160,13.4342,22.8301,30.6265,31.4187,29.9124,44.4326,56.6338,32267,40.7336,72.813,-6.9336
160,160,155,Santa Clara,WCC,10,5–5,101.8215,100.4114,.5393155,50.8164,49.5128,19.8273,18.5125,23.8282,27.4161,33.4131,34.7237,47.5264,50.8212,36.8100,31.872,67.1198,-2.6167
345,345,333,Savannah St.,MEAC,10,5–5,94.2320,113.8317,.1019333,50.8164,47.157,20.9312,20.257,30.686,32.3303,28.4256,36.6269,55.628,45.244,31.5297,33.5122,72.716,-4.6255
216,216,209,Seattle,WAC,10,5–5,96.1299,99.8104,.3929209,45.8315,45.326,17.7167,15.1306,29.7123,28.3191,28.8246,36.3264,44.6323,44.331,31.9274,31.666,65.9260,-3.2192
47,47,47,"Seton Hall 10 seed, ✅",BE,10,6–4,111.947,95.862,.856447,48.3259,48.9105,16.6108,19.768,35.126,31.3282,34.2114,35.9254,48.7224,49145,31.8284,32.594,68.3143,0.446
246,246,238,Siena,MAAC,10,6–4,98.6267,105.2194,.3212238,49.3228,49.6133,12.78,18.3136,21.2330,30.2256,29.3230,30.8152,50.6141,50.6201,31.7288,31.872,61.9347,-3.2192
187,187,181,South Alabama,SB,10,5–5,106.4131,107.7240,.4675181,55.232,53.4265,20.2292,19100,22.3311,32.4305,3678,29.5112,50.6141,53.5298,41.311,35.5207,66.2246,-2.8178
50,50,50,South Carolina,SEC,10,5–5,108.3107,93.133,.851250,48.9238,49.2114,17.9180,20.644,31.964,28.4194,35.782,34.3231,38.5352,50.6201,45.13,31.462,68.3143,-0.262
